time,j,i,current_speed,current_dir,w,salt,FineSed,tss,NO3,DIP,DIN,PH,TN,TP,wave_dir,weekly_Coral_IN_up,CS_bleach,erdepflux_total,MA_N_pr,MA_N_gr,Turbidity,Oxygen,temp,NH4,longitude,latitude
2022-06-05,0,0,0.015573626,130.65543,-6.3221682e-06,34.433224,0.0002516528,0.00022349041,3.0622673,0.004065147,3.8730154,8.097228,63.53102,5.348022,88.37181,2.7777778e-16,2.7777778e-16,-1.6404795e-06,2.777789e-16,7.098652e-11,1.8161325,6406.035,27.56194,0.8107482,145.242567,-15.451285
2022-06-05,0,1,0.05934629,136.74869,-6.2025215e-06,34.34001,0.0008581347,0.00022340319,2.7097654,0.012767924,3.0779438,8.0947895,63.831123,5.468668,88.73782,2.7777778e-16,2.7777778e-16,8.025647e-07,2.7777884e-16,6.7409495e-11,3.8266754,6395.7725,27.484802,0.36817855,145.250448,-15.446789
2022-06-05,0,2,0.098495014,141.91188,-6.1592737e-06,34.243267,0.00011038107,0.0002233159,1.5758545,0.013217241,1.6337531,8.093826,61.08951,5.360562,89.10376,2.7777778e-16,2.7777778e-16,-1.1292886e-06,2.777789e-16,7.098336e-11,0.73129433,6432.0693,27.40767,0.05789855,145.25833,-15.442294
2022-06-05,0,3,0.1241974,146.78085,-6.1166547e-06,34.228363,1.2751558e-05,0.00022322859,1.1448402,0.009731572,1.1839404,8.093592,60.19388,5.3154535,89.46953,2.7777778e-16,2.7777778e-16,-1.4691776e-07,2.777789e-16,7.047745e-11,0.2870878,6451.294,27.450293,0.039100215,145.266211,-15.437801
2022-06-05,0,4,0.13754344,150.45224,-6.1111914e-06,34.229492,6.0691377e-06,0.00022314128,0.87560105,0.007911161,0.9097695,8.093428,59.633667,5.286886,89.83505,2.7777778e-16,2.7777778e-16,-1.8426892e-08,2.777789e-16,7.140172e-11,0.25174934,6462.791,27.449982,0.034168422,145.27409,-15.433311
2022-06-05,0,5,0.14607763,154.50877,-6.146369e-06,34.23812,5.9597683e-06,0.00022305392,0.6480124,0.007282705,0.679657,8.093401,59.040977,5.252836,90.20042,2.7777778e-16,2.7777778e-16,-2.4018036e-09,2.7777884e-16,6.860584e-11,0.24747671,6469.5522,27.39431,0.03164453,145.281968,-15.428823
2022-06-05,0,6,0.15545057,158.518,-6.1786254e-06,34.257305,5.5326836e-06,0.0002801978,0.4865111,0.0074653346,0.5169304,8.093527,58.439774,5.212552,90.56561,2.7777778e-16,2.7777778e-16,3.474011e-09,2.7777884e-16,6.75619e-11,0.24356854,6472.84,27.366482,0.030419275,145.289846,-15.424337
2022-06-05,0,7,0.16831012,161.51437,-6.154648e-06,34.283676,4.8967886e-06,0.0003608896,0.38287792,0.008026376,0.41238132,8.093385,57.843834,5.167287,90.93074,2.7777778e-16,2.7777778e-16,3.5438243e-09,2.7777887e-16,6.963671e-11,0.24025139,6474.721,27.355988,0.029503394,145.297722,-15.419852
2022-06-05,0,8,0.18000208,163.34674,-6.06102e-06,34.312965,4.4714616e-06,0.00044469401,0.3153578,0.008190446,0.34408993,8.093002,57.28736,5.120817,91.18008,2.7777778e-16,2.7777778e-16,1.3555644e-08,2.777789e-16,7.1389616e-11,0.23846316,6476.1035,27.34145,0.028732097,145.305597,-15.41537
2022-06-05,0,9,0.19159022,164.71097,-5.93326e-06,34.3434,4.250585e-06,0.0005242123,0.28259417,0.008798546,0.31062895,8.092,56.78441,5.0762024,91.33197,2.7777778e-16,2.7777778e-16,3.4374616e-09,2.777789e-16,7.083491e-11,0.23893145,6476.4155,27.323652,0.028034784,145.313473,-15.410887
2022-06-05,0,10,0.20414262,165.28822,-5.8147043e-06,34.37075,3.6847864e-06,0.0005939465,0.260947,0.008975668,0.28917477,8.0908575,56.352303,5.0363827,91.42481,2.7777778e-16,2.7777778e-16,2.069867e-08,2.7777884e-16,6.863641e-11,0.23756137,6476.583,27.316856,0.028227761,145.321347,-15.406407
2022-06-05,0,11,0.2136468,165.12195,-5.747901e-06,34.394386,2.9675134e-06,0.00062131515,0.2421836,0.008826117,0.2705994,8.089297,55.99078,5.0025725,91.458694,2.7777778e-16,2.7777778e-16,2.4390385e-08,2.777789e-16,7.101554e-11,0.2361456,6476.561,27.311771,0.028415816,145.32922,-15.401929
2022-06-05,0,12,0.2206915,165.04663,-5.740251e-06,34.4156,2.4535043e-06,0.00056162296,0.22601733,0.008599961,0.25425467,8.087632,55.689163,4.9740925,91.294525,2.7777778e-16,2.7777778e-16,3.282465e-08,2.7777884e-16,6.854084e-11,0.2369059,6476.6133,27.303146,0.028237343,145.337092,-15.397453
